START_TIME,PROBLEM_DESCRIPTION,END_TIME,ACKNOWLEDGE_MESSAGE,DURATION,HOSTNAME,Severity_Description
28-09-2023 19:10,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:11,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 19:10,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:11,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 19:10,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:11,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 19:04,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:07,,0d 0h 3m 8s,AICIN,Not Classified
28-09-2023 19:04,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:07,,0d 0h 3m 8s,AICIN,Not Classified
28-09-2023 19:04,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:07,,0d 0h 3m 8s,AICIN,Not Classified
28-09-2023 19:01,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:02,,0d 0h 1m 29s,AICIN,Not Classified
28-09-2023 19:01,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:02,,0d 0h 1m 29s,AICIN,Not Classified
28-09-2023 19:01,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 19:02,,0d 0h 1m 29s,AICIN,Not Classified
28-09-2023 18:56,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:59,,0d 0h 2m 54s,AICIN,Not Classified
28-09-2023 18:56,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:59,,0d 0h 2m 54s,AICIN,Not Classified
28-09-2023 18:56,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:59,,0d 0h 2m 54s,AICIN,Not Classified
28-09-2023 18:54,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:55,,0d 0h 1m 0s,AICIN,Not Classified
28-09-2023 18:54,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:55,,0d 0h 1m 0s,AICIN,Not Classified
28-09-2023 18:54,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:55,,0d 0h 1m 0s,AICIN,Not Classified
28-09-2023 18:49,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:53,,0d 0h 4m 32s,AICIN,Not Classified
28-09-2023 18:49,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:53,,0d 0h 4m 32s,AICIN,Not Classified
28-09-2023 18:49,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:53,,0d 0h 4m 32s,AICIN,Not Classified
28-09-2023 18:44,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:46,,0d 0h 1m 43s,AICIN,Not Classified
28-09-2023 18:44,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:46,,0d 0h 1m 43s,AICIN,Not Classified
28-09-2023 18:44,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:46,,0d 0h 1m 43s,AICIN,Not Classified
28-09-2023 18:41,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:43,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 18:41,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:43,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 18:41,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Ethernet has changed to lower speed than it was before,28-09-2023 18:43,,0d 0h 1m 30s,AICIN,Not Classified
28-09-2023 18:26,Azure: There are errors in requests to API,28-09-2023 18:29,,0d 0h 3m 50s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 18:19,Azure: There are errors in requests to API,28-09-2023 18:20,,0d 0h 1m 55s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 17:51,Azure: There are errors in requests to API,28-09-2023 17:55,,0d 0h 3m 58s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 17:46,Azure: There are errors in requests to API,28-09-2023 17:49,,0d 0h 2m 11s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 17:42,Azure Microsoft SQL: Microsoft SQL database is in unknown state,28-09-2023 17:42,,0d 0h 0m 48s,Azure Microsoft SQL database azure-sqlserver1,Information
28-09-2023 17:42,Azure Microsoft SQL: There are errors in requests to API,28-09-2023 17:42,,0d 0h 0m 48s,Azure Microsoft SQL database azure-sqlserver1,Warning
28-09-2023 17:21,Azure: There are errors in requests to API,28-09-2023 17:23,,0d 0h 1m 56s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 17:19,Azure: There are errors in requests to API,28-09-2023 17:19,,0d 0h 0m 55s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 16:49,Azure: There are errors in requests to API,28-09-2023 16:49,,0d 0h 0m 50s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 16:19,Azure: There are errors in requests to API,28-09-2023 16:19,,0d 0h 0m 53s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 16:17,Azure: There are errors in requests to API,28-09-2023 16:17,,0d 0h 0m 52s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 15:53,Azure: There are errors in requests to API,28-09-2023 15:54,,0d 0h 0m 57s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 15:48,Azure: There are errors in requests to API,28-09-2023 15:50,,0d 0h 2m 3s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 15:22,Website Unavailable: Facebook,29-09-2023 09:22,,0d 18h 0m 34s,Zabbix-Server-Standby,Average
28-09-2023 14:55,Website Unavailable: Facebook,28-09-2023 15:15,,0d 0h 20m 0s,Zabbix-Server-Standby,Average
28-09-2023 14:48,Azure: There are errors in requests to API,28-09-2023 14:48,,0d 0h 0m 52s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 14:39,The Memory Pages/sec is too high,28-09-2023 14:42,,0d 0h 2m 48s,AICIN,Information
28-09-2023 14:37,Windows(C:): Disk space is critically low,28-09-2023 15:40,,0d 1h 3m 43s,AICIN,Warning
28-09-2023 14:37,Windows(C:): Disk space is critically low,28-09-2023 15:40,,0d 1h 3m 43s,AICIN,Warning
28-09-2023 14:37,Windows(C:): Disk space is critically low,28-09-2023 15:40,,0d 1h 3m 43s,AICIN,Warning
28-09-2023 14:37,Windows(C:): Disk space is critically low,28-09-2023 15:40,,0d 1h 3m 43s,AICIN,Warning
28-09-2023 14:23,Azure: There are errors in requests to API,28-09-2023 14:24,,0d 0h 1m 0s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 14:18,Azure: There are errors in requests to API,28-09-2023 14:21,,0d 0h 2m 10s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 14:17,Azure: There are errors in requests to API,28-09-2023 14:17,,0d 0h 0m 49s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 14:05,Load average is too high,28-09-2023 14:05,,0d 0h 0m 47s,Zabbix-Server-Active,Warning
28-09-2023 14:05,Load average is too high,28-09-2023 14:05,,0d 0h 0m 47s,Zabbix-Server-Active,Warning
28-09-2023 14:05,Load average is too high,28-09-2023 14:05,,0d 0h 0m 47s,Zabbix-Server-Active,Warning
28-09-2023 14:05,Load average is too high,28-09-2023 14:05,,0d 0h 0m 47s,Zabbix-Server-Active,Warning
28-09-2023 13:25,Website Unavailable: Facebook,28-09-2023 13:30,,0d 0h 5m 1s,Zabbix-Server-Standby,Average
28-09-2023 13:22,Windows(C:): Disk space is critically low,28-09-2023 14:05,,0d 0h 42m 38s,AICIN,Warning
28-09-2023 13:22,Windows(C:): Disk space is critically low,28-09-2023 14:05,,0d 0h 42m 38s,AICIN,Warning
28-09-2023 13:22,Windows(C:): Disk space is critically low,28-09-2023 14:05,,0d 0h 42m 38s,AICIN,Warning
28-09-2023 13:22,Windows(C:): Disk space is critically low,28-09-2023 14:05,,0d 0h 42m 38s,AICIN,Warning
28-09-2023 12:53,Website Unavailable: Facebook,28-09-2023 12:58,,0d 0h 5m 0s,Zabbix-Server-Standby,Average
28-09-2023 11:56,Azure: There are errors in requests to API,28-09-2023 12:07,,0d 0h 11m 52s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 11:52,Azure: There are errors in requests to API,28-09-2023 11:54,,0d 0h 2m 54s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 11:49,Azure: There are errors in requests to API,28-09-2023 11:51,,0d 0h 1m 57s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 11:45,Windows(C:): Disk space is critically low,28-09-2023 12:38,,0d 0h 53m 8s,AICIN,Warning
28-09-2023 11:45,Windows(C:): Disk space is critically low,28-09-2023 12:38,,0d 0h 53m 8s,AICIN,Warning
28-09-2023 11:45,Windows(C:): Disk space is critically low,28-09-2023 12:38,,0d 0h 53m 8s,AICIN,Warning
28-09-2023 11:45,Windows(C:): Disk space is critically low,28-09-2023 12:38,,0d 0h 53m 8s,AICIN,Warning
28-09-2023 10:44,Windows(C:): Disk space is critically low,28-09-2023 11:37,,0d 0h 53m 10s,AICIN,Warning
28-09-2023 10:44,Windows(C:): Disk space is critically low,28-09-2023 11:37,,0d 0h 53m 10s,AICIN,Warning
28-09-2023 10:44,Windows(C:): Disk space is critically low,28-09-2023 11:37,,0d 0h 53m 10s,AICIN,Warning
28-09-2023 10:44,Windows(C:): Disk space is critically low,28-09-2023 11:37,,0d 0h 53m 10s,AICIN,Warning
28-09-2023 10:30,The Memory Pages/sec is too high,28-09-2023 10:31,,0d 0h 1m 5s,AICIN,Information
28-09-2023 10:01,Windows(C:): Disk space is critically low,28-09-2023 10:04,,0d 0h 3m 12s,AICIN,Warning
28-09-2023 10:01,Windows(C:): Disk space is critically low,28-09-2023 10:04,,0d 0h 3m 12s,AICIN,Warning
28-09-2023 10:01,Windows(C:): Disk space is critically low,28-09-2023 10:04,,0d 0h 3m 12s,AICIN,Warning
28-09-2023 10:01,Windows(C:): Disk space is critically low,28-09-2023 10:04,,0d 0h 3m 12s,AICIN,Warning
28-09-2023 10:00,Host has been restarted,28-09-2023 10:07,,0d 0h 7m 33s,AICIN,Information
28-09-2023 09:59,The Memory Pages/sec is too high,28-09-2023 10:00,,0d 0h 1m 0s,AICIN,Information
28-09-2023 09:49,Azure: There are errors in requests to API,28-09-2023 09:50,,0d 0h 1m 52s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 09:19,Azure: There are errors in requests to API,28-09-2023 09:22,,0d 0h 2m 9s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 08:56,Azure: There are errors in requests to API,28-09-2023 08:56,,0d 0h 0m 51s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 08:54,Azure: There are errors in requests to API,28-09-2023 08:55,,0d 0h 0m 59s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 08:46,Azure: There are errors in requests to API,28-09-2023 08:53,,0d 0h 6m 11s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 08:44,Website Unavailable: Facebook,28-09-2023 12:51,,0d 4h 7m 31s,Zabbix-Server-Standby,Average
28-09-2023 08:29,Azure: There are errors in requests to API,28-09-2023 08:31,,0d 0h 2m 0s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 08:18,Azure: There are errors in requests to API,28-09-2023 08:19,,0d 0h 1m 0s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 08:13,Website Unavailable: Facebook,28-09-2023 08:28,,0d 0h 14m 59s,Zabbix-Server-Standby,Average
28-09-2023 07:49,Azure: There are errors in requests to API,28-09-2023 07:51,,0d 0h 1m 10s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 06:47,Azure: There are errors in requests to API,28-09-2023 06:49,,0d 0h 2m 54s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 06:16,Azure: There are errors in requests to API,28-09-2023 06:17,,0d 0h 1m 52s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 06:13,Azure: There are errors in requests to API,28-09-2023 06:13,,0d 0h 0m 52s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 06:11,Azure: There are errors in requests to API,28-09-2023 06:11,,0d 0h 0m 54s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 06:07,Azure: There are errors in requests to API,28-09-2023 06:08,,0d 0h 0m 59s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 06:04,Azure: There are errors in requests to API,28-09-2023 06:04,,0d 0h 0m 52s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 06:00,Azure: There are errors in requests to API,28-09-2023 06:03,,0d 0h 2m 59s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 05:57,Azure: There are errors in requests to API,28-09-2023 05:58,,0d 0h 0m 58s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 05:45,Azure: There are errors in requests to API,28-09-2023 05:56,,0d 0h 10m 59s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 05:24,Azure: There are errors in requests to API,28-09-2023 05:25,,0d 0h 1m 49s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 05:20,Azure: There are errors in requests to API,28-09-2023 05:21,,0d 0h 1m 7s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 04:54,Load average is too high,28-09-2023 04:59,,0d 0h 5m 0s,Zabbix-Server-Active,Warning
28-09-2023 04:54,Load average is too high,28-09-2023 04:59,,0d 0h 5m 0s,Zabbix-Server-Active,Warning
28-09-2023 04:54,Load average is too high,28-09-2023 04:59,,0d 0h 5m 0s,Zabbix-Server-Active,Warning
28-09-2023 04:54,Load average is too high,28-09-2023 04:59,,0d 0h 5m 0s,Zabbix-Server-Active,Warning
28-09-2023 03:38,Azure: There are errors in requests to API,28-09-2023 03:38,,0d 0h 0m 47s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 03:15,Zabbix agent is not available,28-09-2023 10:00,,0d 6h 44m 53s,AICIN,High
28-09-2023 02:57,Azure: There are errors in requests to API,28-09-2023 02:57,,0d 0h 0m 47s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 02:50,Azure Microsoft SQL: There are errors in requests to API,28-09-2023 02:50,,0d 0h 0m 46s,Azure Microsoft SQL database azure-sqlserver1,Warning
28-09-2023 02:48,Azure: There are errors in requests to API,28-09-2023 02:50,,0d 0h 2m 54s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 02:41,Azure: There are errors in requests to API,28-09-2023 02:42,,0d 0h 0m 58s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 02:37,Azure: There are errors in requests to API,28-09-2023 02:39,,0d 0h 1m 56s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 02:22,Azure: There are errors in requests to API,28-09-2023 02:23,,0d 0h 1m 54s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 02:18,Azure: There are errors in requests to API,28-09-2023 02:20,,0d 0h 2m 2s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 01:43,Website Unavailable: Facebook,28-09-2023 04:54,,0d 3h 11m 3s,Zabbix-Server-Standby,Average
28-09-2023 01:24,Azure: There are errors in requests to API,28-09-2023 01:24,,0d 0h 0m 50s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 01:17,Azure: There are errors in requests to API,28-09-2023 01:18,,0d 0h 1m 2s,Azure virtual machine Ubuntu20.04,Warning
28-09-2023 01:03,High memory utilization,28-09-2023 01:19,,0d 0h 16m 0s,AICIN,Warning
28-09-2023 00:52,High memory utilization,28-09-2023 00:54,,0d 0h 2m 0s,AICIN,Warning
28-09-2023 00:15,Port 8085 is down for sometime,29-09-2023 09:22,,1d 9h 7m 50s,Zabbix-Server-Active,High
27-09-2023 23:52,Azure: There are errors in requests to API,27-09-2023 23:53,,0d 0h 0m 58s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 23:37,Windows(C:): Disk space is critically low,28-09-2023 01:25,,0d 1h 48m 7s,AICIN,Warning
27-09-2023 23:37,Windows(C:): Disk space is critically low,28-09-2023 01:25,,0d 1h 48m 7s,AICIN,Warning
27-09-2023 23:37,Windows(C:): Disk space is critically low,28-09-2023 01:25,,0d 1h 48m 7s,AICIN,Warning
27-09-2023 23:37,Windows(C:): Disk space is critically low,28-09-2023 01:25,,0d 1h 48m 7s,AICIN,Warning
27-09-2023 22:35,Website Unavailable: Facebook,27-09-2023 22:50,,0d 0h 15m 0s,Zabbix-Server-Standby,Average
27-09-2023 21:45,Windows(C:): Disk space is critically low,27-09-2023 22:26,,0d 0h 40m 47s,AICIN,Warning
27-09-2023 21:45,Windows(C:): Disk space is critically low,27-09-2023 22:26,,0d 0h 40m 47s,AICIN,Warning
27-09-2023 21:45,Windows(C:): Disk space is critically low,27-09-2023 22:26,,0d 0h 40m 47s,AICIN,Warning
27-09-2023 21:45,Windows(C:): Disk space is critically low,27-09-2023 22:26,,0d 0h 40m 47s,AICIN,Warning
27-09-2023 19:47,High memory utilization,27-09-2023 20:09,,0d 0h 22m 0s,AICIN,Warning
27-09-2023 19:26,High memory utilization,27-09-2023 19:28,,0d 0h 2m 0s,AICIN,Warning
27-09-2023 19:15,High memory utilization,27-09-2023 19:17,,0d 0h 2m 0s,AICIN,Warning
27-09-2023 18:41,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Link down,28-09-2023 18:41,,1d 0h 0m 19s,AICIN,Warning
27-09-2023 18:41,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Link down,28-09-2023 18:41,,1d 0h 0m 19s,AICIN,Warning
27-09-2023 18:41,Interface MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter(Wi-Fi): Link down,28-09-2023 18:41,,1d 0h 0m 19s,AICIN,Warning
27-09-2023 18:40,CPU queue length is too high,27-09-2023 18:41,,0d 0h 1m 0s,AICIN,Information
27-09-2023 18:40,CPU queue length is too high,27-09-2023 18:41,,0d 0h 1m 0s,AICIN,Information
27-09-2023 18:33,MySQL: Failed to fetch info data,-,,,Mysql,High
27-09-2023 18:33,MySQL: Failed to fetch info data,-,,,standby-node-2,Not Classified
27-09-2023 18:33,Nginx: Failed to fetch stub status page,-,,,NGINX,Information
27-09-2023 18:33,Nginx: Failed to fetch stub status page,-,,,NGINX,Information
27-09-2023 18:33,Nginx: Failed to fetch stub status page,-,,,standby-node-2,Information
27-09-2023 18:33,Nginx: Failed to fetch stub status page,-,,,standby-node-2,Information
27-09-2023 18:33,PostgreSQL: Failed to get items,-,,,PG2c,Information
27-09-2023 18:32,Nginx: Failed to fetch stub status page,-,,,NGINX clone,Information
27-09-2023 18:32,Nginx: Failed to fetch stub status page,-,,,NGINX clone,Information
27-09-2023 18:20,Azure: There are errors in requests to API,27-09-2023 18:22,,0d 0h 1m 9s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 18:18,WildFly: Failed to fetch info data,-,,,Wildfly-Jboss-JMX,Information
27-09-2023 18:12,MongoDB: Failed to fetch info data,-,,,MongoDB,Information
27-09-2023 18:12,Forecast CPU Utilization High,27-09-2023 18:22,,0d 0h 10m 0s,Calculated and Aggregate items,Warning
27-09-2023 18:11,Windows(C:): Disk space is critically low,27-09-2023 18:26,,0d 0h 15m 12s,AICIN,Warning
27-09-2023 18:11,Windows(C:): Disk space is critically low,27-09-2023 18:26,,0d 0h 15m 12s,AICIN,Warning
27-09-2023 18:11,Windows(C:): Disk space is critically low,27-09-2023 18:26,,0d 0h 15m 12s,AICIN,Warning
27-09-2023 18:11,Windows(C:): Disk space is critically low,27-09-2023 18:26,,0d 0h 15m 12s,AICIN,Warning
27-09-2023 18:07,Zabbix agent is not available,-,,,Zabbix-Server-Standby,Warning
27-09-2023 18:07,Zabbix agent is not available,-,,,standby-node-2,Warning
27-09-2023 18:06,Unavailable by ICMP ping,-,,,AP_10_Mumbai_BN,Average
27-09-2023 18:05,Unavailable by ICMP ping,-,,,AP_2_Mumbai_KL,Average
27-09-2023 18:05,Unavailable by ICMP ping,-,,,AP_26_Mumbai_KL,Average
27-09-2023 18:05,Unavailable by ICMP ping,-,,,AP_19_Mumbai_BN,Average
27-09-2023 18:05,Unavailable by ICMP ping,-,,,AP_7_Mumbai_KL,Average
27-09-2023 18:05,Unavailable by ICMP ping,-,,,AP_17_Mumbai_BN,Average
27-09-2023 18:05,Unavailable by ICMP ping,-,,,AP_16_Kerala_EK,Average
27-09-2023 18:05,Unavailable by ICMP ping,-,,,AP_13_Mumbai_BN,Average
27-09-2023 18:04,Website Unavailable: Grafana,-,,,Web Scenario,Average
27-09-2023 18:04,Website Unavailable: Grafana,-,,,Zabbix-Server-Standby,Average
27-09-2023 17:53,Azure: There are errors in requests to API,27-09-2023 17:53,,0d 0h 0m 55s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 17:48,Azure: There are errors in requests to API,27-09-2023 17:51,,0d 0h 2m 10s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 17:22,Azure: There are errors in requests to API,27-09-2023 17:22,,0d 0h 0m 54s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 17:18,Azure: There are errors in requests to API,27-09-2023 17:20,,0d 0h 2m 49s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 16:50,Website Unavailable: Facebook,27-09-2023 20:20,,0d 3h 30m 9s,Zabbix-Server-Standby,Average
27-09-2023 16:43,Load average is too high,27-09-2023 16:54,,0d 0h 10m 14s,Zabbix-Server-Active,Warning
27-09-2023 16:43,Load average is too high,27-09-2023 16:54,,0d 0h 10m 14s,Zabbix-Server-Active,Warning
27-09-2023 16:43,Load average is too high,27-09-2023 16:54,,0d 0h 10m 14s,Zabbix-Server-Active,Warning
27-09-2023 16:43,Load average is too high,27-09-2023 16:54,,0d 0h 10m 14s,Zabbix-Server-Active,Warning
27-09-2023 16:41,Forecast CPU Utilization High,27-09-2023 16:52,,0d 0h 11m 0s,Calculated and Aggregate items,Warning
27-09-2023 16:32,Load average is too high,27-09-2023 16:36,,0d 0h 3m 57s,Zabbix-Server-Active,Warning
27-09-2023 16:32,Load average is too high,27-09-2023 16:36,,0d 0h 3m 57s,Zabbix-Server-Active,Warning
27-09-2023 16:32,Load average is too high,27-09-2023 16:36,,0d 0h 3m 57s,Zabbix-Server-Active,Warning
27-09-2023 16:32,Load average is too high,27-09-2023 16:36,,0d 0h 3m 57s,Zabbix-Server-Active,Warning
27-09-2023 16:18,Load average is too high,27-09-2023 16:26,,0d 0h 7m 59s,Zabbix-Server-Active,Warning
27-09-2023 16:18,Load average is too high,27-09-2023 16:26,,0d 0h 7m 59s,Zabbix-Server-Active,Warning
27-09-2023 16:18,Load average is too high,27-09-2023 16:26,,0d 0h 7m 59s,Zabbix-Server-Active,Warning
27-09-2023 16:18,Load average is too high,27-09-2023 16:26,,0d 0h 7m 59s,Zabbix-Server-Active,Warning
27-09-2023 15:53,Azure: There are errors in requests to API,27-09-2023 15:53,,0d 0h 0m 52s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 15:49,Azure: There are errors in requests to API,27-09-2023 15:50,,0d 0h 1m 55s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 15:46,High memory utilization,27-09-2023 15:53,,0d 0h 7m 0s,AICIN,Warning
27-09-2023 15:45,Azure: There are errors in requests to API,27-09-2023 15:45,,0d 0h 0m 48s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 15:38,Load average is too high,27-09-2023 15:42,,0d 0h 4m 12s,Zabbix-Server-Active,Warning
27-09-2023 15:38,Load average is too high,27-09-2023 15:42,,0d 0h 4m 12s,Zabbix-Server-Active,Warning
27-09-2023 15:38,Load average is too high,27-09-2023 15:42,,0d 0h 4m 12s,Zabbix-Server-Active,Warning
27-09-2023 15:38,Load average is too high,27-09-2023 15:42,,0d 0h 4m 12s,Zabbix-Server-Active,Warning
27-09-2023 15:37,Windows(C:): Disk space is critically low,27-09-2023 16:40,,0d 1h 2m 10s,AICIN,Warning
27-09-2023 15:37,Windows(C:): Disk space is critically low,27-09-2023 16:40,,0d 1h 2m 10s,AICIN,Warning
27-09-2023 15:37,Windows(C:): Disk space is critically low,27-09-2023 16:40,,0d 1h 2m 10s,AICIN,Warning
27-09-2023 15:37,Windows(C:): Disk space is critically low,27-09-2023 16:40,,0d 1h 2m 10s,AICIN,Warning
27-09-2023 15:33,Windows(C:): Disk space is low,27-09-2023 18:26,,0d 2h 52m 55s,AICIN,Information
27-09-2023 15:33,Windows(C:): Disk space is low,27-09-2023 18:26,,0d 2h 52m 55s,AICIN,Information
27-09-2023 15:33,Windows(C:): Disk space is low,27-09-2023 18:26,,0d 2h 52m 55s,AICIN,Information
27-09-2023 15:33,Windows(C:): Disk space is low,27-09-2023 18:26,,0d 2h 52m 55s,AICIN,Information
27-09-2023 15:30,Website Unavailable: Facebook,27-09-2023 16:45,,0d 1h 14m 40s,Zabbix-Server-Standby,Average
27-09-2023 15:17,Azure: There are errors in requests to API,27-09-2023 15:19,,0d 0h 1m 11s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 15:14,Load average is too high,27-09-2023 15:23,,0d 0h 9m 0s,Zabbix-Server-Active,Warning
27-09-2023 15:14,Load average is too high,27-09-2023 15:23,,0d 0h 9m 0s,Zabbix-Server-Active,Warning
27-09-2023 15:14,Load average is too high,27-09-2023 15:23,,0d 0h 9m 0s,Zabbix-Server-Active,Warning
27-09-2023 15:14,Load average is too high,27-09-2023 15:23,,0d 0h 9m 0s,Zabbix-Server-Active,Warning
27-09-2023 15:12,Operating system description has changed,-,,,grafana-server,Not Classified
27-09-2023 15:12,Operating system description has changed,-,,,grafana-server,Not Classified
27-09-2023 15:12,Operating system description has changed,-,,,grafana-server,Not Classified
27-09-2023 14:56,Forecast CPU Utilization High,27-09-2023 14:57,,0d 0h 1m 0s,Calculated and Aggregate items,Warning
27-09-2023 14:39,Load average is too high,27-09-2023 14:39,,0d 0h 0m 1s,Zabbix-Server-Active,Warning
27-09-2023 14:39,Load average is too high,27-09-2023 14:39,,0d 0h 0m 1s,Zabbix-Server-Active,Warning
